Day,Month,Year,City,Count,WeekDay,DayForStartYear,isWeekend,DayForStartTrainPeriod
15,2,2016,Сургут-1,116,0,45,0,1593
15,2,2016,Щелково-1,32,0,45,0,1593
15,2,2016,Нижневартовск-1,69,0,45,0,1593
15,2,2016,Сыктывкар-5,33,0,45,0,1593
15,2,2016,Челябинск-2,68,0,45,0,1593
15,2,2016,Реутов-1,58,0,45,0,1593
15,2,2016,Ачинск-1,58,0,45,0,1593
15,2,2016,Вологда-1,32,0,45,0,1593
15,2,2016,Железнодорожный-1,90,0,45,0,1593
15,2,2016,Химки-1,129,0,45,0,1593
15,2,2016,Мытищи-1,32,0,45,0,1593
15,2,2016,Астрахань-1,45,0,45,0,1593
16,2,2016,Сургут-1,116,1,46,0,1594
16,2,2016,Челябинск-1,75,1,46,0,1594
16,2,2016,Ростов-на-Дону-2,95,1,46,0,1594
16,2,2016,Ленинск-Кузнецкий-1,31,1,46,0,1594
16,2,2016,Сыктывкар-5,24,1,46,0,1594
16,2,2016,Ангарск-1,32,1,46,0,1594
16,2,2016,Майкоп-1,76,1,46,0,1594
16,2,2016,Саратов-1,85,1,46,0,1594
16,2,2016,Домодедово-1,45,1,46,0,1594
16,2,2016,Химки-1,57,1,46,0,1594
16,2,2016,Гатчина-2,35,1,46,0,1594
16,2,2016,Нижневартовск-1,69,1,46,0,1594
16,2,2016,Шахты-1,27,1,46,0,1594
16,2,2016,Таганрог-1,186,1,46,0,1594
16,2,2016,Нахабино-1,35,1,46,0,1594
16,2,2016,Ростов-на-Дону-1,113,1,46,0,1594
16,2,2016,Муром-1,37,1,46,0,1594
16,2,2016,Смоленск-3,58,1,46,0,1594
16,2,2016,Колпино-1,66,1,46,0,1594
16,2,2016,Новочебоксарск-1,28,1,46,0,1594
16,2,2016,Тольятти-1,61,1,46,0,1594
16,2,2016,Смоленск-2,184,1,46,0,1594
16,2,2016,Гатчина-1,51,1,46,0,1594
16,2,2016,Одинцово-1,86,1,46,0,1594
16,2,2016,Сыктывкар-4,33,1,46,0,1594
16,2,2016,Волжский-1,79,1,46,0,1594
16,2,2016,Ульяновск-1,70,1,46,0,1594
16,2,2016,Салават-1,11,1,46,0,1594
16,2,2016,Комсомольск-на-Амуре-1,92,1,46,0,1594
16,2,2016,Новороссийск-1,97,1,46,0,1594
16,2,2016,Челябинск-2,68,1,46,0,1594
16,2,2016,Калуга-1,73,1,46,0,1594
16,2,2016,Сарапул-1,57,1,46,0,1594
16,2,2016,Сыктывкар-3,89,1,46,0,1594
16,2,2016,Березники-1,69,1,46,0,1594
16,2,2016,Всеволожск-1,25,1,46,0,1594
16,2,2016,Ханты-Мансийск-1,28,1,46,0,1594
16,2,2016,Чайковский-1,60,1,46,0,1594
16,2,2016,Балаково-1,27,1,46,0,1594
16,2,2016,Белгород-1,83,1,46,0,1594
16,2,2016,Октябрьский-1,76,1,46,0,1594
16,2,2016,Ухта-1,180,1,46,0,1594
16,2,2016,Астрахань-1,39,1,46,0,1594
16,2,2016,Мытищи-1,70,1,46,0,1594
16,2,2016,Ульяновск-2,123,1,46,0,1594
16,2,2016,Энгельс-1,55,1,46,0,1594
16,2,2016,Калининград-1,53,1,46,0,1594
16,2,2016,Железнодорожный-1,70,1,46,0,1594
16,2,2016,Пушкино-1,40,1,46,0,1594
16,2,2016,Вологда-1,31,1,46,0,1594
16,2,2016,Сыктывкар-2,61,1,46,0,1594
16,2,2016,Альметьевск-1,53,1,46,0,1594
16,2,2016,Сыктывкар-1,199,1,46,0,1594
16,2,2016,Долгопрудный-1,160,1,46,0,1594
16,2,2016,Уссурийск-1,86,1,46,0,1594
16,2,2016,Махачкала-1,120,1,46,0,1594
16,2,2016,Балашиха-1,42,1,46,0,1594
16,2,2016,Щелково-1,12,1,46,0,1594
16,2,2016,Абакан-1,36,1,46,0,1594
16,2,2016,Ачинск-1,69,1,46,0,1594
16,2,2016,Бугульма-1,43,1,46,0,1594
16,2,2016,Самара-2,170,1,46,0,1594
16,2,2016,Зеленоград-1,51,1,46,0,1594
16,2,2016,Самара-4,193,1,46,0,1594
16,2,2016,Королев-1,85,1,46,0,1594
16,2,2016,Смоленск-1,149,1,46,0,1594
16,2,2016,Нижнекамск-1,79,1,46,0,1594
16,2,2016,Лобня-1,69,1,46,0,1594
16,2,2016,Самара-1,157,1,46,0,1594
16,2,2016,Реутов-1,72,1,46,0,1594
16,2,2016,Самара-3,208,1,46,0,1594
16,2,2016,Сыктывкар-6,4,1,46,0,1594
16,2,2016,Москва 1-1,54,1,46,0,1594
16,2,2016,Тверь-1,7,1,46,0,1594
16,2,2016,Тюмень-1,95,1,46,0,1594
17,2,2016,Саратов-1,101,2,47,0,1595
17,2,2016,Шахты-1,26,2,47,0,1595
17,2,2016,Смоленск-2,158,2,47,0,1595
17,2,2016,Мытищи-1,50,2,47,0,1595
17,2,2016,Энгельс-1,41,2,47,0,1595
17,2,2016,Салават-1,21,2,47,0,1595
17,2,2016,Комсомольск-на-Амуре-1,107,2,47,0,1595
17,2,2016,Тюмень-1,132,2,47,0,1595
17,2,2016,Абакан-1,61,2,47,0,1595
17,2,2016,Смоленск-3,39,2,47,0,1595
17,2,2016,Балаково-1,28,2,47,0,1595
17,2,2016,Сыктывкар-2,80,2,47,0,1595
17,2,2016,Альметьевск-1,56,2,47,0,1595
17,2,2016,Сыктывкар-5,34,2,47,0,1595
17,2,2016,Челябинск-2,90,2,47,0,1595
17,2,2016,Вологда-1,45,2,47,0,1595
17,2,2016,Березники-1,66,2,47,0,1595
17,2,2016,Белгород-1,80,2,47,0,1595
17,2,2016,Железнодорожный-1,92,2,47,0,1595
17,2,2016,Балашиха-1,40,2,47,0,1595
17,2,2016,Зеленоград-1,58,2,47,0,1595
17,2,2016,Гатчина-1,52,2,47,0,1595
17,2,2016,Новочебоксарск-1,36,2,47,0,1595
17,2,2016,Уссурийск-1,93,2,47,0,1595
17,2,2016,Реутов-1,43,2,47,0,1595
17,2,2016,Волжский-1,78,2,47,0,1595
17,2,2016,Майкоп-1,68,2,47,0,1595
17,2,2016,Самара-4,211,2,47,0,1595
17,2,2016,Лобня-1,64,2,47,0,1595
17,2,2016,Самара-2,185,2,47,0,1595
17,2,2016,Щелково-1,28,2,47,0,1595
17,2,2016,Астрахань-1,49,2,47,0,1595
17,2,2016,Сыктывкар-4,25,2,47,0,1595
17,2,2016,Самара-3,233,2,47,0,1595
17,2,2016,Королев-1,69,2,47,0,1595
17,2,2016,Химки-1,9,2,47,0,1595
17,2,2016,Ульяновск-2,188,2,47,0,1595
17,2,2016,Ангарск-1,24,2,47,0,1595
17,2,2016,Москва 1-1,72,2,47,0,1595
17,2,2016,Колпино-1,79,2,47,0,1595
17,2,2016,Муром-1,48,2,47,0,1595
17,2,2016,Калининград-1,88,2,47,0,1595
17,2,2016,Сыктывкар-6,3,2,47,0,1595
17,2,2016,Самара-1,168,2,47,0,1595
17,2,2016,Смоленск-1,140,2,47,0,1595
17,2,2016,Сыктывкар-3,85,2,47,0,1595
17,2,2016,Бугульма-1,79,2,47,0,1595
17,2,2016,Калуга-1,62,2,47,0,1595
17,2,2016,Чайковский-1,39,2,47,0,1595
17,2,2016,Сургут-1,157,2,47,0,1595
17,2,2016,Сыктывкар-1,189,2,47,0,1595
17,2,2016,Новороссийск-1,96,2,47,0,1595
17,2,2016,Октябрьский-1,71,2,47,0,1595
17,2,2016,Ханты-Мансийск-1,34,2,47,0,1595
17,2,2016,Одинцово-1,91,2,47,0,1595
17,2,2016,Домодедово-1,42,2,47,0,1595
17,2,2016,Ухта-1,170,2,47,0,1595
17,2,2016,Ленинск-Кузнецкий-1,29,2,47,0,1595
17,2,2016,Таганрог-1,193,2,47,0,1595
17,2,2016,Челябинск-1,118,2,47,0,1595
17,2,2016,Нижнекамск-1,77,2,47,0,1595
17,2,2016,Тольятти-1,68,2,47,0,1595
17,2,2016,Всеволожск-1,34,2,47,0,1595
17,2,2016,Махачкала-1,127,2,47,0,1595
17,2,2016,Ростов-на-Дону-2,96,2,47,0,1595
17,2,2016,Нахабино-1,45,2,47,0,1595
17,2,2016,Гатчина-2,40,2,47,0,1595
17,2,2016,Тверь-1,7,2,47,0,1595
17,2,2016,Ачинск-1,74,2,47,0,1595
17,2,2016,Нижневартовск-1,51,2,47,0,1595
17,2,2016,Пушкино-1,38,2,47,0,1595
17,2,2016,Долгопрудный-1,204,2,47,0,1595
17,2,2016,Ульяновск-1,80,2,47,0,1595
17,2,2016,Сарапул-1,47,2,47,0,1595
17,2,2016,Ростов-на-Дону-1,115,2,47,0,1595
18,2,2016,Таганрог-1,164,3,48,0,1596
18,2,2016,Саратов-1,95,3,48,0,1596
18,2,2016,Ухта-1,163,3,48,0,1596
18,2,2016,Новороссийск-1,124,3,48,0,1596
18,2,2016,Сыктывкар-3,98,3,48,0,1596
18,2,2016,Белгород-1,74,3,48,0,1596
18,2,2016,Шахты-1,35,3,48,0,1596
18,2,2016,Зеленоград-1,72,3,48,0,1596
18,2,2016,Гатчина-1,58,3,48,0,1596
18,2,2016,Майкоп-1,90,3,48,0,1596
18,2,2016,Ульяновск-2,152,3,48,0,1596
18,2,2016,Колпино-1,74,3,48,0,1596
18,2,2016,Смоленск-3,61,3,48,0,1596
18,2,2016,Уссурийск-1,87,3,48,0,1596
18,2,2016,Челябинск-2,76,3,48,0,1596
18,2,2016,Ростов-на-Дону-1,107,3,48,0,1596
18,2,2016,Сыктывкар-5,40,3,48,0,1596
18,2,2016,Энгельс-1,59,3,48,0,1596
18,2,2016,Балашиха-1,51,3,48,0,1596
18,2,2016,Челябинск-1,108,3,48,0,1596
18,2,2016,Всеволожск-1,35,3,48,0,1596
18,2,2016,Сыктывкар-2,77,3,48,0,1596
18,2,2016,Комсомольск-на-Амуре-1,130,3,48,0,1596
18,2,2016,Ангарск-1,43,3,48,0,1596
18,2,2016,Москва 1-1,67,3,48,0,1596
18,2,2016,Махачкала-1,106,3,48,0,1596
18,2,2016,Абакан-1,39,3,48,0,1596
18,2,2016,Мытищи-1,56,3,48,0,1596
18,2,2016,Нижнекамск-1,99,3,48,0,1596
18,2,2016,Ленинск-Кузнецкий-1,53,3,48,0,1596
18,2,2016,Нижневартовск-1,82,3,48,0,1596
18,2,2016,Химки-1,138,3,48,0,1596
18,2,2016,Тюмень-1,108,3,48,0,1596
18,2,2016,Ачинск-1,88,3,48,0,1596
18,2,2016,Волжский-1,94,3,48,0,1596
18,2,2016,Смоленск-1,139,3,48,0,1596
18,2,2016,Чайковский-1,46,3,48,0,1596
18,2,2016,Железнодорожный-1,99,3,48,0,1596
18,2,2016,Сарапул-1,54,3,48,0,1596
18,2,2016,Ростов-на-Дону-2,97,3,48,0,1596
18,2,2016,Октябрьский-1,81,3,48,0,1596
18,2,2016,Одинцово-1,94,3,48,0,1596
18,2,2016,Сыктывкар-4,32,3,48,0,1596
18,2,2016,Балаково-1,24,3,48,0,1596
18,2,2016,Пушкино-1,41,3,48,0,1596
18,2,2016,Долгопрудный-1,166,3,48,0,1596
18,2,2016,Лобня-1,73,3,48,0,1596
18,2,2016,Королев-1,90,3,48,0,1596
18,2,2016,Калуга-1,106,3,48,0,1596
18,2,2016,Самара-1,192,3,48,0,1596
18,2,2016,Нахабино-1,38,3,48,0,1596
18,2,2016,Щелково-1,18,3,48,0,1596
18,2,2016,Ульяновск-1,91,3,48,0,1596
18,2,2016,Бугульма-1,91,3,48,0,1596
18,2,2016,Самара-4,219,3,48,0,1596
18,2,2016,Самара-2,162,3,48,0,1596
18,2,2016,Альметьевск-1,54,3,48,0,1596
18,2,2016,Березники-1,72,3,48,0,1596
18,2,2016,Тольятти-1,87,3,48,0,1596
18,2,2016,Смоленск-2,150,3,48,0,1596
18,2,2016,Ханты-Мансийск-1,25,3,48,0,1596
18,2,2016,Гатчина-2,43,3,48,0,1596
18,2,2016,Вологда-1,38,3,48,0,1596
18,2,2016,Тверь-1,9,3,48,0,1596
18,2,2016,Домодедово-1,66,3,48,0,1596
18,2,2016,Сыктывкар-6,6,3,48,0,1596
18,2,2016,Реутов-1,87,3,48,0,1596
18,2,2016,Салават-1,10,3,48,0,1596
18,2,2016,Сургут-1,152,3,48,0,1596
18,2,2016,Сыктывкар-1,171,3,48,0,1596
18,2,2016,Калининград-1,74,3,48,0,1596
18,2,2016,Самара-3,240,3,48,0,1596
18,2,2016,Астрахань-1,52,3,48,0,1596
18,2,2016,Новочебоксарск-1,64,3,48,0,1596
18,2,2016,Муром-1,38,3,48,0,1596
19,2,2016,Сыктывкар-4,55,4,49,0,1597
19,2,2016,Сыктывкар-6,9,4,49,0,1597
19,2,2016,Смоленск-1,205,4,49,0,1597
19,2,2016,Самара-2,215,4,49,0,1597
19,2,2016,Всеволожск-1,28,4,49,0,1597
19,2,2016,Колпино-1,78,4,49,0,1597
19,2,2016,Ульяновск-1,122,4,49,0,1597
19,2,2016,Балаково-1,28,4,49,0,1597
19,2,2016,Королев-1,122,4,49,0,1597
19,2,2016,Сургут-1,153,4,49,0,1597
19,2,2016,Челябинск-2,100,4,49,0,1597
19,2,2016,Нижневартовск-1,75,4,49,0,1597
19,2,2016,Ангарск-1,50,4,49,0,1597
19,2,2016,Ханты-Мансийск-1,39,4,49,0,1597
19,2,2016,Самара-1,223,4,49,0,1597
19,2,2016,Реутов-1,69,4,49,0,1597
19,2,2016,Ачинск-1,108,4,49,0,1597
19,2,2016,Гатчина-2,39,4,49,0,1597
19,2,2016,Лобня-1,67,4,49,0,1597
19,2,2016,Зеленоград-1,70,4,49,0,1597
19,2,2016,Астрахань-1,70,4,49,0,1597
19,2,2016,Мытищи-1,77,4,49,0,1597
19,2,2016,Долгопрудный-1,215,4,49,0,1597
19,2,2016,Ухта-1,220,4,49,0,1597
19,2,2016,Муром-1,43,4,49,0,1597
19,2,2016,Челябинск-1,117,4,49,0,1597
19,2,2016,Нахабино-1,47,4,49,0,1597
19,2,2016,Ростов-на-Дону-2,119,4,49,0,1597
19,2,2016,Тольятти-1,80,4,49,0,1597
19,2,2016,Сыктывкар-5,38,4,49,0,1597
19,2,2016,Комсомольск-на-Амуре-1,138,4,49,0,1597
19,2,2016,Нижнекамск-1,68,4,49,0,1597
19,2,2016,Вологда-1,42,4,49,0,1597
19,2,2016,Сыктывкар-1,207,4,49,0,1597
19,2,2016,Москва 1-1,94,4,49,0,1597
19,2,2016,Салават-1,15,4,49,0,1597
19,2,2016,Химки-1,193,4,49,0,1597
19,2,2016,Сыктывкар-3,88,4,49,0,1597
19,2,2016,Махачкала-1,113,4,49,0,1597
19,2,2016,Чайковский-1,51,4,49,0,1597
19,2,2016,Волжский-1,128,4,49,0,1597
19,2,2016,Энгельс-1,62,4,49,0,1597
19,2,2016,Самара-4,309,4,49,0,1597
19,2,2016,Железнодорожный-1,85,4,49,0,1597
19,2,2016,Гатчина-1,76,4,49,0,1597
19,2,2016,Ленинск-Кузнецкий-1,80,4,49,0,1597
19,2,2016,Домодедово-1,67,4,49,0,1597
19,2,2016,Щелково-1,18,4,49,0,1597
19,2,2016,Калининград-1,117,4,49,0,1597
19,2,2016,Самара-3,267,4,49,0,1597
19,2,2016,Саратов-1,96,4,49,0,1597
19,2,2016,Калуга-1,108,4,49,0,1597
19,2,2016,Тверь-1,40,4,49,0,1597
19,2,2016,Уссурийск-1,103,4,49,0,1597
19,2,2016,Шахты-1,38,4,49,0,1597
19,2,2016,Таганрог-1,248,4,49,0,1597
19,2,2016,Абакан-1,68,4,49,0,1597
19,2,2016,Сыктывкар-2,70,4,49,0,1597
19,2,2016,Новочебоксарск-1,39,4,49,0,1597
19,2,2016,Смоленск-3,59,4,49,0,1597
19,2,2016,Альметьевск-1,70,4,49,0,1597
19,2,2016,Смоленск-2,182,4,49,0,1597
19,2,2016,Ульяновск-2,218,4,49,0,1597
19,2,2016,Новороссийск-1,166,4,49,0,1597
19,2,2016,Октябрьский-1,94,4,49,0,1597
19,2,2016,Ростов-на-Дону-1,135,4,49,0,1597
19,2,2016,Сарапул-1,71,4,49,0,1597
19,2,2016,Пушкино-1,44,4,49,0,1597
19,2,2016,Майкоп-1,101,4,49,0,1597
19,2,2016,Бугульма-1,81,4,49,0,1597
19,2,2016,Балашиха-1,68,4,49,0,1597
19,2,2016,Тюмень-1,133,4,49,0,1597
19,2,2016,Березники-1,74,4,49,0,1597
19,2,2016,Одинцово-1,93,4,49,0,1597
19,2,2016,Белгород-1,94,4,49,0,1597
20,2,2016,Новороссийск-1,300,5,50,1,1598
20,2,2016,Долгопрудный-1,407,5,50,1,1598
20,2,2016,Калуга-1,183,5,50,1,1598
20,2,2016,Волжский-1,190,5,50,1,1598
20,2,2016,Уссурийск-1,243,5,50,1,1598
20,2,2016,Нахабино-1,91,5,50,1,1598
20,2,2016,Альметьевск-1,182,5,50,1,1598
20,2,2016,Ангарск-1,48,5,50,1,1598
20,2,2016,Калининград-1,123,5,50,1,1598
20,2,2016,Гатчина-1,182,5,50,1,1598
20,2,2016,Самара-1,400,5,50,1,1598
20,2,2016,Вологда-1,66,5,50,1,1598
20,2,2016,Нижнекамск-1,124,5,50,1,1598
20,2,2016,Муром-1,76,5,50,1,1598
20,2,2016,Майкоп-1,87,5,50,1,1598
20,2,2016,Реутов-1,138,5,50,1,1598
20,2,2016,Домодедово-1,115,5,50,1,1598
20,2,2016,Сургут-1,274,5,50,1,1598
20,2,2016,Саратов-1,168,5,50,1,1598
20,2,2016,Тюмень-1,302,5,50,1,1598
20,2,2016,Ульяновск-1,199,5,50,1,1598
20,2,2016,Бугульма-1,145,5,50,1,1598
20,2,2016,Астрахань-1,133,5,50,1,1598
20,2,2016,Челябинск-1,222,5,50,1,1598
20,2,2016,Махачкала-1,165,5,50,1,1598
20,2,2016,Белгород-1,164,5,50,1,1598
20,2,2016,Сыктывкар-6,5,5,50,1,1598
20,2,2016,Железнодорожный-1,169,5,50,1,1598
20,2,2016,Сыктывкар-1,470,5,50,1,1598
20,2,2016,Ленинск-Кузнецкий-1,88,5,50,1,1598
20,2,2016,Салават-1,27,5,50,1,1598
20,2,2016,Лобня-1,120,5,50,1,1598
20,2,2016,Сыктывкар-2,143,5,50,1,1598
20,2,2016,Абакан-1,105,5,50,1,1598
20,2,2016,Балаково-1,78,5,50,1,1598
20,2,2016,Самара-3,696,5,50,1,1598
20,2,2016,Смоленск-1,379,5,50,1,1598
20,2,2016,Шахты-1,60,5,50,1,1598
20,2,2016,Ульяновск-2,310,5,50,1,1598
20,2,2016,Королев-1,190,5,50,1,1598
20,2,2016,Ростов-на-Дону-1,317,5,50,1,1598
20,2,2016,Ухта-1,455,5,50,1,1598
20,2,2016,Сыктывкар-5,43,5,50,1,1598
20,2,2016,Октябрьский-1,138,5,50,1,1598
20,2,2016,Химки-1,290,5,50,1,1598
20,2,2016,Щелково-1,61,5,50,1,1598
20,2,2016,Комсомольск-на-Амуре-1,197,5,50,1,1598
20,2,2016,Энгельс-1,107,5,50,1,1598
20,2,2016,Тольятти-1,165,5,50,1,1598
20,2,2016,Тверь-1,14,5,50,1,1598
20,2,2016,Смоленск-3,131,5,50,1,1598
20,2,2016,Ростов-на-Дону-2,256,5,50,1,1598
20,2,2016,Самара-2,527,5,50,1,1598
20,2,2016,Челябинск-2,160,5,50,1,1598
20,2,2016,Сыктывкар-4,72,5,50,1,1598
20,2,2016,Пушкино-1,50,5,50,1,1598
20,2,2016,Самара-4,594,5,50,1,1598
20,2,2016,Балашиха-1,95,5,50,1,1598
20,2,2016,Таганрог-1,364,5,50,1,1598
20,2,2016,Мытищи-1,119,5,50,1,1598
20,2,2016,Всеволожск-1,77,5,50,1,1598
20,2,2016,Сарапул-1,121,5,50,1,1598
20,2,2016,Чайковский-1,113,5,50,1,1598
20,2,2016,Ачинск-1,163,5,50,1,1598
20,2,2016,Новочебоксарск-1,88,5,50,1,1598
20,2,2016,Ханты-Мансийск-1,55,5,50,1,1598
20,2,2016,Зеленоград-1,153,5,50,1,1598
20,2,2016,Смоленск-2,355,5,50,1,1598
20,2,2016,Березники-1,170,5,50,1,1598
20,2,2016,Колпино-1,172,5,50,1,1598
20,2,2016,Гатчина-2,80,5,50,1,1598
20,2,2016,Одинцово-1,115,5,50,1,1598
20,2,2016,Москва 1-1,125,5,50,1,1598
20,2,2016,Сыктывкар-3,221,5,50,1,1598
20,2,2016,Нижневартовск-1,140,5,50,1,1598
21,2,2016,Ульяновск-2,266,6,51,1,1599
21,2,2016,Ростов-на-Дону-1,169,6,51,1,1599
21,2,2016,Уссурийск-1,218,6,51,1,1599
21,2,2016,Железнодорожный-1,202,6,51,1,1599
21,2,2016,Балашиха-1,161,6,51,1,1599
21,2,2016,Комсомольск-на-Амуре-1,161,6,51,1,1599
21,2,2016,Муром-1,91,6,51,1,1599
21,2,2016,Мытищи-1,103,6,51,1,1599
21,2,2016,Королев-1,158,6,51,1,1599
21,2,2016,Астрахань-1,88,6,51,1,1599
21,2,2016,Сыктывкар-3,201,6,51,1,1599
21,2,2016,Новочебоксарск-1,86,6,51,1,1599
21,2,2016,Сыктывкар-6,13,6,51,1,1599
21,2,2016,Химки-1,226,6,51,1,1599
21,2,2016,Новороссийск-1,179,6,51,1,1599
21,2,2016,Сыктывкар-5,48,6,51,1,1599
21,2,2016,Тольятти-1,186,6,51,1,1599
21,2,2016,Одинцово-1,168,6,51,1,1599
21,2,2016,Бугульма-1,149,6,51,1,1599
21,2,2016,Ульяновск-1,172,6,51,1,1599
21,2,2016,Самара-2,435,6,51,1,1599
21,2,2016,Альметьевск-1,149,6,51,1,1599
21,2,2016,Москва 1-1,130,6,51,1,1599
21,2,2016,Челябинск-1,226,6,51,1,1599
21,2,2016,Сургут-1,246,6,51,1,1599
21,2,2016,Калининград-1,159,6,51,1,1599
21,2,2016,Гатчина-2,125,6,51,1,1599
21,2,2016,Лобня-1,126,6,51,1,1599
21,2,2016,Сыктывкар-1,269,6,51,1,1599
21,2,2016,Калуга-1,200,6,51,1,1599
21,2,2016,Нижневартовск-1,141,6,51,1,1599
21,2,2016,Пушкино-1,63,6,51,1,1599
21,2,2016,Сыктывкар-2,141,6,51,1,1599
21,2,2016,Абакан-1,63,6,51,1,1599
21,2,2016,Реутов-1,162,6,51,1,1599
21,2,2016,Сыктывкар-4,139,6,51,1,1599
21,2,2016,Белгород-1,75,6,51,1,1599
21,2,2016,Самара-3,394,6,51,1,1599
21,2,2016,Березники-1,147,6,51,1,1599
21,2,2016,Долгопрудный-1,343,6,51,1,1599
21,2,2016,Ростов-на-Дону-2,186,6,51,1,1599
21,2,2016,Ханты-Мансийск-1,71,6,51,1,1599
21,2,2016,Нижнекамск-1,115,6,51,1,1599
21,2,2016,Щелково-1,69,6,51,1,1599
21,2,2016,Балаково-1,34,6,51,1,1599
21,2,2016,Энгельс-1,86,6,51,1,1599
21,2,2016,Самара-1,340,6,51,1,1599
21,2,2016,Домодедово-1,121,6,51,1,1599
21,2,2016,Октябрьский-1,115,6,51,1,1599
21,2,2016,Тверь-1,12,6,51,1,1599
21,2,2016,Всеволожск-1,80,6,51,1,1599
21,2,2016,Челябинск-2,142,6,51,1,1599
21,2,2016,Гатчина-1,130,6,51,1,1599
21,2,2016,Смоленск-3,169,6,51,1,1599
21,2,2016,Салават-1,36,6,51,1,1599
21,2,2016,Ачинск-1,170,6,51,1,1599
21,2,2016,Сарапул-1,99,6,51,1,1599
21,2,2016,Нахабино-1,71,6,51,1,1599
21,2,2016,Самара-4,375,6,51,1,1599
21,2,2016,Таганрог-1,320,6,51,1,1599
21,2,2016,Ангарск-1,72,6,51,1,1599
21,2,2016,Тюмень-1,147,6,51,1,1599
21,2,2016,Колпино-1,137,6,51,1,1599
21,2,2016,Вологда-1,50,6,51,1,1599
21,2,2016,Чайковский-1,74,6,51,1,1599
21,2,2016,Майкоп-1,97,6,51,1,1599
21,2,2016,Волжский-1,165,6,51,1,1599
21,2,2016,Зеленоград-1,112,6,51,1,1599
21,2,2016,Смоленск-1,239,6,51,1,1599
21,2,2016,Смоленск-2,245,6,51,1,1599
21,2,2016,Саратов-1,138,6,51,1,1599
21,2,2016,Шахты-1,60,6,51,1,1599
21,2,2016,Ленинск-Кузнецкий-1,89,6,51,1,1599
21,2,2016,Махачкала-1,208,6,51,1,1599
21,2,2016,Ухта-1,380,6,51,1,1599
22,2,2016,Лобня-1,118,0,52,0,1600
22,2,2016,Абакан-1,81,0,52,0,1600
22,2,2016,Калининград-1,125,0,52,0,1600
22,2,2016,Щелково-1,43,0,52,0,1600
22,2,2016,Шахты-1,51,0,52,0,1600
22,2,2016,Балашиха-1,100,0,52,0,1600
22,2,2016,Сыктывкар-1,288,0,52,0,1600
22,2,2016,Октябрьский-1,95,0,52,0,1600
22,2,2016,Муром-1,81,0,52,0,1600
22,2,2016,Нижнекамск-1,96,0,52,0,1600
22,2,2016,Саратов-1,109,0,52,0,1600
22,2,2016,Колпино-1,98,0,52,0,1600
22,2,2016,Балаково-1,61,0,52,0,1600
22,2,2016,Нижневартовск-1,127,0,52,0,1600
22,2,2016,Бугульма-1,118,0,52,0,1600
22,2,2016,Майкоп-1,84,0,52,0,1600
22,2,2016,Белгород-1,87,0,52,0,1600
22,2,2016,Пушкино-1,63,0,52,0,1600
22,2,2016,Мытищи-1,98,0,52,0,1600
22,2,2016,Астрахань-1,84,0,52,0,1600
22,2,2016,Махачкала-1,147,0,52,0,1600
22,2,2016,Калуга-1,162,0,52,0,1600
22,2,2016,Сыктывкар-5,51,0,52,0,1600
22,2,2016,Самара-1,311,0,52,0,1600
22,2,2016,Смоленск-1,340,0,52,0,1600
22,2,2016,Самара-4,353,0,52,0,1600
22,2,2016,Новочебоксарск-1,67,0,52,0,1600
22,2,2016,Сыктывкар-3,176,0,52,0,1600
22,2,2016,Ростов-на-Дону-1,132,0,52,0,1600
22,2,2016,Долгопрудный-1,353,0,52,0,1600
22,2,2016,Березники-1,129,0,52,0,1600
22,2,2016,Гатчина-2,99,0,52,0,1600
22,2,2016,Тверь-1,18,0,52,0,1600
22,2,2016,Сургут-1,258,0,52,0,1600
22,2,2016,Самара-3,359,0,52,0,1600
22,2,2016,Челябинск-1,130,0,52,0,1600
22,2,2016,Тольятти-1,179,0,52,0,1600
22,2,2016,Ульяновск-2,254,0,52,0,1600
22,2,2016,Альметьевск-1,132,0,52,0,1600
22,2,2016,Чайковский-1,88,0,52,0,1600
22,2,2016,Ульяновск-1,145,0,52,0,1600
22,2,2016,Москва 1-1,138,0,52,0,1600
22,2,2016,Сыктывкар-4,126,0,52,0,1600
22,2,2016,Челябинск-2,117,0,52,0,1600
22,2,2016,Железнодорожный-1,206,0,52,0,1600
22,2,2016,Ленинск-Кузнецкий-1,74,0,52,0,1600
22,2,2016,Домодедово-1,106,0,52,0,1600
22,2,2016,Волжский-1,150,0,52,0,1600
22,2,2016,Ачинск-1,146,0,52,0,1600
22,2,2016,Реутов-1,124,0,52,0,1600
22,2,2016,Сарапул-1,89,0,52,0,1600
22,2,2016,Новороссийск-1,176,0,52,0,1600
22,2,2016,Комсомольск-на-Амуре-1,153,0,52,0,1600
22,2,2016,Зеленоград-1,109,0,52,0,1600
22,2,2016,Вологда-1,51,0,52,0,1600
22,2,2016,Салават-1,24,0,52,0,1600
22,2,2016,Химки-1,195,0,52,0,1600
22,2,2016,Смоленск-2,256,0,52,0,1600
22,2,2016,Одинцово-1,138,0,52,0,1600
22,2,2016,Таганрог-1,246,0,52,0,1600
22,2,2016,Ухта-1,343,0,52,0,1600
22,2,2016,Ханты-Мансийск-1,51,0,52,0,1600
22,2,2016,Тюмень-1,152,0,52,0,1600
22,2,2016,Смоленск-3,135,0,52,0,1600
22,2,2016,Сыктывкар-6,5,0,52,0,1600
22,2,2016,Сыктывкар-2,135,0,52,0,1600
22,2,2016,Ростов-на-Дону-2,172,0,52,0,1600
